ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
TACT,TransAct Technologies Incorpora,Technology,,,,,9.37,0.059771291796892445,92157512,,2.0,-0.591,0.2,-24.025642,,,,
TAOP,Taoping Inc.,Technology,,,,,1.9001,-0.14849131161664053,29372886,,0.92,-2.621,0.23,,,,,
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,,,,,15.7,-0.025470086397948566,324628896,,,-0.534,-0.252,-3.4811528,,,,
TASK,"TaskUs, Inc.",Technology,,,,,27.59,-0.009779240351321827,2684236544,,,-0.691,0.32799999999999996,21.223078,,,,
TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,,,,,2.64,-0.017464644873528834,135362048,,2.62,-0.905,0.5363,-6.2857146,,,,
TBBK,"The Bancorp, Inc.",Financial Services,,,,,29.29,0.12662670101917728,1668956032,,1.3,1.825,0.12,13.497696,16.049314,,,
TBK,"Triumph Bancorp, Inc.",Financial Services,,,,,92.14,0.21912733171116083,2314925312,,1.02,4.574,0.12,21.782505,20.144295,,,
TBNK,Territorial Bancorp Inc.,Financial Services,,,,,25.13,0.050489702791173485,234313616,,0.51,2.031,0.04,14.610464,12.373216,,,
TBPH,"Theravance Biopharma, Inc.",Healthcare,,,,,9.245,-0.08601829697435848,681341696,,0.77,-3.376,0.541,26.414286,,,,
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,,,,,64.77,0.06765401053802322,3277847552,,1.83,4.546,0.08,20.240623,14.247689,,,
TCBK,TriCo Bancshares,Financial Services,,,,,43.95,0.12394269726155205,1305956736,,0.61,3.782,0.07,12.485796,11.620835,,,
TCBX,"Third Coast Bancshares, Inc.",Financial Services,,,,,23.1,-0.006801819190312752,308401184,,,1.96,-0.0782,23.571428,11.785714,,,
TCFC,The Community Financial Corpora,Financial Services,,,,,40.68,0.13280517187810958,232900736,,0.92,4.329,0.1,10.484536,9.397089,,,
TCMD,"Tactile Systems Technology, Inc",Healthcare,,,,,15.62,0.021303064318224818,309635264,,1.53,0.397,0.05,55.785713,39.345085,,,
TCPC,BlackRock TCP Capital Corp.,Financial Services,,,,,13.532,0.08724705036115088,781707072,,1.71,2.583,0.12,10.329771,5.2388697,,,
TEAM,Atlassian Corporation Plc,Technology,,,,,291.52,0.3027563681630532,73682264064,,0.84,-4.288,0.2,140.83092,,,,
TEDU,"Tarena International, Inc.",Consumer Defensive,,,,,2.66,-0.24939144918082923,30103220,,0.19,-5.435,-0.0125,-11.565218,,,,
TENB,"Tenable Holdings, Inc.",Technology,,,,,46.39,0.04314488790970317,4984373248,,1.66,-0.357,0.441,132.54286,,,,
TESS,TESSCO Technologies Incorporate,Technology,,,,,5.94,-0.07585118755106701,53262556,,1.06,-0.724,0.1,-9.737705,,,,
TGA,TransGlobe Energy Corporation,Energy,,,,,3.38,-0.09847680580309925,245192288,,2.84,0.421,-0.13140000000000002,13.52,8.028503,,,
TGAN,TRANSPHORM INC,Technology,,,,,7.15,0.03303160685868045,367465664,,,-0.435,0.2,-34.04762,,,,
TGLS,Tecnoglass Inc.,Basic Materials,,,,,19.49,0.09905764926279549,929181824,,1.74,1.404,0.009399999999999999,10.708791,13.881765,,,
TH,Target Hospitality Corp.,Energy,,,,,3.11,-0.11004056451889245,316713056,,2.49,-0.173,0.15,51.833332,,,,
THRM,Gentherm Inc,Consumer Cyclical,,,,,90.84,0.1933960542872244,3018486016,,1.32,3.212,0.25,26.178673,28.281445,,,
THRN,"Thorne Healthtech, Inc.",Consumer Defensive,,,,,4.8127,-0.043885269821712036,252884752,,,-0.05,1.652,16.595516,,,,
TIGO,Millicom International Cellular,Communication Services,,,,,23.535,-0.0911994461819764,2358065664,,0.8,-1.075,-2.12,11.314904,,,,
TILE,"Interface, Inc.",Consumer Cyclical,,,,,13.26,0.014121018329360746,783067968,,1.88,0.895,0.331,10.359375,14.815643,,,
TITN,Titan Machinery Inc.,Industrials,,,,,29.235,0.003766519483512587,660444992,,1.61,1.962,0.25,10.367022,14.900612,,,
TLIS,Talis Biomedical Corporation,Healthcare,,,,,1.97,-0.22987975994478504,51788544,,,-13.745,0.473,-0.4912718,,,,
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,,,,,105.21,-0.058673961648358135,6684275200,,0.38,0.339,5.9,140.28,310.354,,,
TOPS,TOP Ships Inc.,Industrials,,,,,0.9381,-0.9068577812113872,37366400,,-0.18,-0.504,-2.009,1.3595651,,,,
TOUR,Tuniu Corporation,Consumer Cyclical,,,,,1.095,-0.1989890236528412,135248928,,2.08,-1.258,-0.0001,-3.3181818,,,,
TPIC,"TPI Composites, Inc.",Industrials,,,,,9.96,-0.030383574968751104,369224160,,1.59,-1.838,0.2,-10.826087,,,,
TREE,"LendingTree, Inc.",Financial Services,,,,,99.6,0.2933121707890698,1328215808,,1.51,0.952,0.765,28.786127,104.62184,,,
TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,,,,,6.325,-0.08199349585713488,162670768,,1.05,-3.83,0.3,-79.0625,,,,
TRIB,Trinity Biotech plc,Healthcare,,,,,1.1111,-0.192747389640335,23223878,,1.51,-0.377,0.15,,,,,
TRIP,"TripAdvisor, Inc.",Consumer Cyclical,,,,,26.965,-0.004746536679848701,3726050560,,1.38,-1.401,1.1,21.066406,,,25.78,
TRMK,Trustmark Corporation,Financial Services,,,,,31.63,0.06293478001443087,1975306112,,0.94,2.721,0.07,16.137754,11.624403,,,
TRNS,"Transcat, Inc.",Industrials,,,,,74.73,0.2031195036550639,561879936,,0.74,1.529,0.25,38.127552,48.875084,,,
TRS,TriMas Corporation,Industrials,,,,,32.03,0.05627687003475934,1372706432,,0.69,1.581,0.0934,13.020325,20.259329,,,
TRST,TrustCo Bank Corp NY,Financial Services,,,,,34.1972,0.05786272680835358,657218880,,,3.063,0.05,11.553108,11.16461,,,
TRUE,"TrueCar, Inc.",Communication Services,,,,,3.215,-0.10780805764581312,308389536,,1.05,0.646,0.53,-321.5,4.97678,,,
TRUP,"Trupanion, Inc.",Financial Services,,,,,76.13,0.20910800853927689,3073223424,,1.95,-0.81,-0.35,-28.837118,,,,
TRVG,trivago N.V.,Communication Services,,,,,2.29,-0.1515784109951902,820397056,,1.77,-0.042,0.33340000000000003,114.5,,,,
TSBK,"Timberland Bancorp, Inc.",Financial Services,,,,,27.88,0.23500386479738958,232929584,,,3.27,0.13,,8.525993,,,
TSC,"TriState Capital Holdings, Inc.",Financial Services,,,,,32.82,0.10055381536338516,1088124160,,2.18,1.571,0.12,16.088236,20.891151,,,
TSEM,Tower Semiconductor Ltd.,Technology,,,,,46.84,0.14879649884977564,5081624576,,1.3,1.189,0.15,22.199053,39.394447,,,
TSP,TuSimple Holdings Inc.,Industrials,,,,,15.35,-0.09133282459722036,3269964544,,,-5.111,0.044000000000000004,-6.9457016,,,,
TTD,"The Trade Desk, Inc.",Technology,,,,,73.68,0.37678626318268793,37937168384,,2.33,0.561,0.28,80.96703,131.3369,,,
TTEC,"TTEC Holdings, Inc.",Technology,,,,,74.69,0.17019708234384723,3509623552,,0.9,3.307,0.154,15.336757,22.585426,,,
TTEK,"Tetra Tech, Inc.",Industrials,,,,,147.63,0.20269846233172514,7955116544,,0.84,4.26,0.0471,32.44615,34.65493,,,
TTGT,"TechTarget, Inc.",Communication Services,,,,,73.2,0.26330776003980727,2109601920,,0.89,0.694,0.3883,28.262548,105.4755,,,
TTMI,"TTM Technologies, Inc.",Technology,,,,,12.32,0.0004067464293286971,1285702912,,1.62,0.784,0.2,8.8,15.714286,,,
TTSH,"Tile Shop Holdings, Inc.",Consumer Cyclical,,,,,6.325,-0.054188851168433416,328704544,,1.51,0.28,0.2,21.810345,22.589285,,,
TURN,180 Degree Capital Corp.,Financial Services,,,,,7.07,-0.05770469328143769,73342768,,1.04,2.434,0.3,,2.9046836,,,
TVTX,"Travere Therapeutics, Inc.",Healthcare,,,,,27.04,0.33524023121162494,1655561856,,0.74,-4.37,1.365,-9.013333,,,,
TVTY,"Tivity Health, Inc.",Healthcare,,,,,25.8,0.12009319588563017,1283583488,,2.4,2.369,-0.0581,14.254144,10.890671,,,
TW,Tradeweb Markets Inc.,Financial Services,,,,,80.965,0.08643387981758766,18832054272,,0.83,1.136,0.19940000000000002,44.002716,71.272,,,
TWIN,"Twin Disc, Incorporated",Industrials,,,,,12.12,-0.08885243727613457,164819872,,1.69,-1.797,0.08,21.263159,,,,
TWKS,"Thoughtworks Holding, Inc.",Technology,,,,,21.0,-0.033054555310231715,6407456768,,,-0.14,0.3627,41.17647,,,,
TWNK,"Hostess Brands, Inc.",Consumer Defensive,,,,,21.18,0.082395484293863,2930824704,,0.69,0.626,0.1008,22.531916,33.833866,,,
TWOU,"2U, Inc.",Consumer Defensive,,,,,9.4151,-0.038710109772671863,709635840,,0.91,-2.26,0.25,-20.922445,,,,
TWST,Twist Bioscience Corporation,Healthcare,,,,,49.87,0.1354581511113515,2475172608,,0.8,-3.152,1.5,-11.257337,,,,
TXG,"10x Genomics, Inc.",Healthcare,,,,,72.96,0.032966496168294945,8150142464,,1.42,-4.169,-1.162,-243.19998,,,,
TXMD,"TherapeuticsMD, Inc.",Healthcare,,,,,0.2158,-0.20720139835989626,91699680,,1.75,-0.473,0.17600000000000002,-1.4386666,,,,
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,,,,,87.79,0.1998275355574939,6114134528,,1.04,3.02,0.8417,24.251383,29.069536,,,
TYRA,"Tyra Biosciences, Inc.",Healthcare,,,,,11.095,-0.08163484558408995,457844064,,,-5.256,0.147,-10.566668,,,,
TZOO,Travelzoo,Communication Services,,,,,9.1163,-0.09585100052658246,111753072,,1.87,0.393,0.198,8.600283,23.196692,,,
UBCP,"United Bancorp, Inc.",Financial Services,,,,,17.18,0.11454751834861042,102673696,,0.44,1.661,0.075,11.377483,10.343167,,,
UBSI,"United Bankshares, Inc.",Financial Services,,,,,36.32,0.06206426980491053,4951542272,,1.27,2.978,0.08,14.355731,12.196105,,,
UCBI,"United Community Banks, Inc.",Financial Services,,,,,37.16,0.1698175251628524,3933497344,,1.13,3.069,0.01,14.075757,12.108178,,,
UCTT,"Ultra Clean Holdings, Inc.",Technology,,,,,45.85,0.1836164174019355,2058664960,,1.99,2.23,0.2,9.713984,20.560537,,,
UDMY,"Udemy, Inc.",Consumer Defensive,,,,,12.85,-0.07326184324550655,1785443200,,,-1.795,-0.083,-25.19608,,,,
UEIC,Universal Electronics Inc.,Technology,,,,,32.0,0.0450288376241752,419254400,,1.18,1.707,0.15,9.090909,18.746338,,,
UEPS,"Net 1 UEPS Technologies, Inc.",Technology,,,,,5.13,-0.06503548024475603,292390528,,1.22,-0.395,0.15,57.0,,,,
UFCS,"United Fire Group, Inc",Financial Services,,,,,27.45,0.05935507019645336,688470720,,0.1,0.557,0.1,18.059212,49.28187,,,
UFPI,"UFP Industries, Inc.",Basic Materials,,,,,82.07,0.23622961066393788,5079131648,,,7.406,0.17,11.608203,11.081555,,,
UHAL,Amerco,Industrials,,,,,571.04,0.1936759319670238,11196837888,,0.88,51.604,0.15,16.934755,11.065808,,21.71,
UIHC,United Insurance Holdings Corp.,Financial Services,,,,,3.55,-0.03538232935731467,153380592,,0.7,-2.086,0.2,7.244898,,,,
ULBI,Ultralife Corporation,Industrials,,,,,4.65,-0.009775747807223234,74775256,,1.53,0.188,0.175,12.567568,24.734043,,,
ULH,"Universal Logistics Holdings, I",Industrials,,,,,18.09,0.030170236312733634,486973760,,1.48,2.74,0.03,5.566154,6.60219,,,
UMBF,UMB Financial Corporation,Financial Services,,,,,100.79,0.11050653672724708,4874083328,,0.98,8.874,-0.06,15.179217,11.3579,,,
UMPQ,Umpqua Holdings Corporation,Financial Services,,,,,21.15,0.09438399976172086,4581555200,,,2.19,0.1,12.589286,9.657534,,,
UNIT,Uniti Group Inc.,Real Estate,,,,,11.085,-0.03943992776679606,2616847104,,1.05,0.171,0.34,17.879032,64.82456,,,
UONEK,"Urban One, Inc.",Communication Services,,,,,4.25,0.1533971571433097,241543232,,1.2,1.12,0.522,,3.794643,,,
UPLD,"Upland Software, Inc.",Technology,,,,,16.25,0.05240977914892575,496057248,,0.9,-1.883,0.1,9.129213,,,,
UPST,"Upstart Holdings, Inc.",Financial Services,,,,,116.93,0.14747442298947755,9583279104,,,0.989,1.788,49.75745,118.23053,,,
UPWK,Upwork Inc.,Industrials,,,,,23.7,0.011177109528782037,3039145984,,1.91,-0.26,1.844,139.41177,,,,
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,,,,,25.36,-0.015427153849866815,2482335744,,1.52,2.987,3.1614999999999998,8.128205,8.490124,,,
USAK,"USA Truck, Inc.",Industrials,,,,,24.04,0.10800755582126387,213650464,,2.09,2.057,0.276,9.246155,11.686924,,,
USAP,Universal Stainless & Alloy Pro,Basic Materials,,,,,10.34,-0.11948319273335628,92321832,,1.36,-0.724,0.0315,-1034.0,,,,
USEG,U.S. Energy Corp.,Energy,,,,,3.955,-0.33135301989368826,18494766,,0.93,-0.191,0.25,-10.407895,,,,
UTHR,United Therapeutics Corporation,Healthcare,,,,,191.89,0.14880016948753472,8642054144,,0.55,9.915,0.015,12.137255,19.353504,,26.43,
UTSI,UTStarcom Holdings Corp,Technology,,,,,0.81,-0.15472197760530237,29307502,,,-0.316,0.22,-5.0625,,,,
UVSP,Univest Financial Corporation,Financial Services,,,,,29.25,0.09911773831832903,861383232,,1.07,3.397,0.04,12.136929,8.6105385,,,
VBTX,"Veritex Holdings, Inc.",Financial Services,,,,,39.46,0.11862666457557867,1945235840,,1.59,2.413,0.07,12.7702265,16.353086,,,
VC,Visteon Corporation,Consumer Cyclical,,,,,131.39,0.15527481606917481,3678473216,,2.05,0.984,0.9518000000000001,30.204597,133.52641,,,
VCTR,"Victory Capital Holdings, Inc. ",Financial Services,,,,,32.21,0.11028609760852269,2193565440,,1.08,3.551,0.11699999999999999,6.1003785,9.0706835,,,
VECO,Veeco Instruments Inc.,Technology,,,,,27.13,-0.0060592098235686676,1370173440,,,0.338,0.91,17.848684,80.26627,,,
VECT,VectivBio Holding AG,Healthcare,,,,,5.65,-0.10430540526526844,202619744,,,-5.577,0.09699999999999999,-2.1401515,,,,
VEON,VEON Ltd.,Communication Services,,,,,1.275,-0.16244328900878258,2230140672,,1.33,0.217,-0.29109999999999997,3.4459457,5.875576,,,
VERI,"Veritone, Inc.",Technology,,,,,15.8326,0.019360181916889374,552187264,,3.09,-2.111,0.5,32.311428,,,,
VERU,Veru Inc.,Healthcare,,,,,5.435,0.008654951623797258,434961408,,0.5,0.09,1.276,-13.256098,60.388885,,,
VERX,"Vertex, Inc.",Technology,,,,,12.43,-0.06340282499413574,1849459712,,,-0.004,-0.259,46.037037,,,,
VG,Vonage Holdings Corp.,Communication Services,,,,,20.24,0.23360432093505287,5114182144,,0.59,-0.068,0.1,106.52631,,,,
VIAV,Viavi Solutions Inc.,Technology,,,,,16.34,0.07428948500255617,3883789312,,0.67,-0.124,0.15,18.35955,,,,
VICR,Vicor Corporation,Technology,,,,,91.8,0.26616941462799115,4017948416,,0.78,1.316,0.2,37.77778,69.75684,,,
VINP,Vinci Partners Investments Ltd.,Financial Services,,,,,12.56,-0.02924352519280715,714583616,,,0.647,0.0665,14.11236,19.412674,,,
VIR,"Vir Biotechnology, Inc.",Healthcare,,,,,28.9421,0.07517263419740572,3787942144,,-1.2,-0.796,0.07,76.16342,,,,
VIRT,"Virtu Financial, Inc.",Financial Services,,,,,34.845,0.07596731386303346,3943130112,,-0.4,3.883,-0.0271,12.269367,8.973732,,,
VIRX,"Viracta Therapeutics, Inc.",Healthcare,,,,,2.7999,-0.38470412601669257,104469032,,,-4.351,1.16,-2.0740001,,,,
VISL,"Vislink Technologies, Inc.",Technology,,,,,0.8923,-0.6626921064783236,40889736,,1.84,-0.335,0.2,-2.348158,,,,
VIVE,"Viveve Medical, Inc.",Healthcare,,,,,0.8798,-0.7021302516102719,9328168,,0.53,-3.133,0.2,-0.40357798,,,,
VIVO,Meridian Bioscience Inc.,Healthcare,,,,,24.44,0.058381176799081835,1063450432,,0.41,1.62,0.17,22.841122,15.08642,,,
VKTX,"Viking Therapeutics, Inc.",Healthcare,,,,,3.31,-0.0844674278441846,258957504,,1.68,-0.706,0.4,-3.245098,,,,
VLDR,"Velodyne Lidar, Inc.",Technology,,,,,3.72,-0.08968730907357457,730782848,,0.93,-1.521,-0.65,-6.2,,,,
VLY,Valley National Bancorp,Financial Services,,,,,13.985,0.06328439059857738,5691251200,,1.21,1.11,0.05,11.654166,12.599098,,,
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,,,,,13.21,0.1076968505882836,735958144,,0.45,0.6,0.615,14.677778,22.016666,,,
VNET,"VNET Group, Inc.",Technology,,,,,7.215,-0.05520676165838568,1051023488,,0.22,-1.221,-0.3489,-17.59756,,,,
VNOM,Viper Energy Partners LP,Energy,,,,,26.965,0.02025969714403142,2133486976,,2.51,-0.142,-0.1868,22.285124,,,,
VOD,Vodafone Group Plc,Communication Services,,,,,18.414,0.016364401961195707,50046300160,,0.85,-0.06,0.722,24.228947,,,,
VOXX,VOXX International Corporation,Technology,,,,,11.0,-0.021281425985037683,262631600,,1.35,1.234,0.1,14.285715,8.914101,,,
VRA,"Vera Bradley, Inc.",Consumer Cyclical,,,,,7.79,-0.14129501439483416,262758256,,1.82,0.607,0.163,10.116883,12.833608,,,
VRAY,"ViewRay, Inc.",Healthcare,,,,,3.57,-0.03312613692772459,632753920,,0.79,-0.687,0.1,-5.7580643,,,,
VRCA,Verrica Pharmaceuticals Inc.,Healthcare,,,,,8.08,-0.07437019397943223,222354320,,2.09,-1.457,-0.782,-3.829384,,,,
VREX,Varex Imaging Corporation,Healthcare,,,,,23.27,-0.014757215939457002,920898624,,0.9,0.43,0.05,14.364198,54.11628,,,
VRM,"Vroom, Inc.",Consumer Cyclical,,,,,5.825,-0.18997944650830512,797489088,,,-2.231,-0.16,-2.1816478,,,,
VRNS,"Varonis Systems, Inc.",Technology,,,,,37.185,0.0975420081862335,3990843136,,1.2,-1.085,0.488,169.02274,,,,
VRNT,Verint Systems Inc.,Technology,,,,,50.63,0.13146998385513342,3326583552,,0.79,-0.261,0.14,20.252,,,,
VRRM,Verra Mobility Corporation,Industrials,,,,,17.27,0.056158831474474535,2695225344,,1.46,0.058,0.308,18.178947,297.75864,,,
VRTS,"Virtus Investment Partners, Inc",Financial Services,,,,,247.3325,0.13584381634635534,1876699648,,1.52,25.114,0.342,5.945493,9.848392,,,
VSAT,"ViaSat, Inc.",Technology,,,,,41.25,-0.011116428013504431,3029556736,,1.12,0.478,0.24600000000000002,85.9375,86.29707,,,
VSEC,VSE Corporation,Industrials,,,,,47.33,0.14844911470421174,601654272,,1.48,0.633,0.196,12.198454,74.770935,,,
VSTA,Vasta Platform Limited,Consumer Defensive,,,,,5.66,-0.11335349680225881,471753664,,,-0.246,0.0518,24.608694,,,,
VSTM,"Verastem, Inc.",Healthcare,,,,,1.195,-0.1980379611668227,217712272,,0.67,-0.43,0.0174,-4.267857,,,,
VTNR,"Vertex Energy, Inc",Energy,,,,,5.315,0.08330655897783924,336375712,,1.79,-0.337,0.2,4.876147,,,,
VTRU,Vitru Limited,Consumer Defensive,,,,,13.9101,-0.013899845382050025,327422880,,,0.273,0.0521,13.5049515,50.952747,,,
VTSI,"VirTra, Inc.",Industrials,,,,,6.08,0.1581839828698961,65707168,,0.92,0.434,0.4,17.37143,14.009217,,,
VUZI,Vuzix Corporation,Technology,,,,,5.1499,-0.015162098154403059,327696896,,2.35,-0.491,0.2,-10.728958,,,,
VYNE,VYNE Therapeutics Inc.,Healthcare,,,,,0.5029,-0.4190498784020635,26914152,,,-1.746,2.153,-0.6447436,,,,
VYNT,"Vyant Bio, Inc.",Healthcare,,,,,1.0343,-0.4394204204763206,29983942,,,-1.15,0.4,-12.92875,,,,
WABC,Westamerica Bancorporation,Financial Services,,,,,59.45,0.05142048163193813,1597189632,,0.62,3.291,0.03,19.364822,18.064419,,,
WAFD,"Washington Federal, Inc.",Financial Services,,,,,35.92,0.1098758203134398,2342835200,,0.85,2.39,0.07,11.777049,15.029287,,,
WASH,"Washington Trust Bancorp, Inc.",Financial Services,,,,,54.9024,0.12665961743162213,951326848,,0.79,4.294,0.05,14.562971,12.78584,,,
WB,Weibo Corporation,Communication Services,,,,,29.0,0.03661800891917988,6803168256,,1.04,1.492,0.1575,8.656716,19.436998,,,
WDAY,"Workday, Inc.",Technology,,,,,216.56,0.16095088666200083,54139998208,,1.35,0.117,0.15789999999999998,60.831463,1850.9402,,13.09,
WDFC,WD-40 Company,Basic Materials,,,,,211.075,0.18979895613022868,2893627136,,-0.15,5.09,0.1,34.545826,41.468563,,,
WEN,Wendy's Company (The),Consumer Cyclical,,,,,22.3039,0.18293023115430818,4920998400,,0.96,0.829,0.23850000000000002,25.060562,26.904583,,,
WERN,"Werner Enterprises, Inc.",Industrials,,,,,42.76,0.08490867682913027,2859972608,,0.86,3.561,0.1374,11.556756,12.007862,,,
WETF,"WisdomTree Investments, Inc.",Financial Services,,,,,5.55,-0.007182769431829494,805488128,,1.73,0.14,0.1501,14.605264,39.642857,,,
WFRD,Weatherford International plc,Energy,,,,,30.61,0.18244293349159668,2147649536,,3.2,-6.993,2.582,-22.343065,,,28.95,
WHF,"WhiteHorse Finance, Inc.",Financial Services,,,,,15.37,0.11197136072403178,355793984,,1.49,1.702,0.0519,10.455782,9.030552,,,
WILC,"G. Willi-Food International,  L",Consumer Defensive,,,,,18.83,0.1500580725406655,261115616,,0.62,0.725,0.15,,25.972412,,,
WING,Wingstop Inc.,Consumer Cyclical,,,,,143.28,0.20094420664062196,4273440512,,1.26,0.972,0.12,77.03226,147.40741,,,
WIRE,Encore Wire Corporation,Industrials,,,,,116.18,0.14871084754451758,2353342208,,1.14,20.496,0.1,11.7591095,5.668423,,,
WISH,ContextLogic Inc.,Consumer Cyclical,,,,,2.03,-0.2046868429689127,1305289984,,,-1.696,0.56,-6.7666664,,,,
WIX,Wix.com Ltd.,Technology,,,,,84.11,0.17825521036559278,4790451200,,,-0.311,-0.008,-66.75397,,,,
WLFC,Willis Lease Finance Corporatio,Industrials,,,,,35.24,0.09070367076013497,212005616,,1.28,-0.757,0.15,28.192001,,,,
WMG,Warner Music Group Corp.,Communication Services,,,,,35.94,0.01933918621925823,18492422144,,,0.584,0.3542,27.022554,61.541096,,,
WNEB,"Western New England Bancorp, In",Financial Services,,,,,9.28,0.03769975640904799,210595680,,0.38,0.94,0.1,11.45679,9.87234,,,
WOOF,Petco Health and Wellness Compa,Consumer Cyclical,,,,,17.3,-0.0516473198119507,4574344704,,,0.509,0.47,19.010988,33.98821,,,
WPRT,Westport Fuel Systems Inc,Consumer Cyclical,,,,,1.455,-0.2887860004420868,248505280,,2.9,0.078,0.3,24.250002,18.653847,,,
WRLD,World Acceptance Corporation,Financial Services,,,,,204.17,0.12193893043437164,1367818496,,1.51,13.581,0.015,21.17946,15.033503,,,
WSBC,"WesBanco, Inc.",Financial Services,,,,,35.75,0.09406602266329835,2260490496,,1.01,3.449,0.1,14.074803,10.365324,,,
WSC,WillScot Mobile Mini Holdings C,Industrials,,,,,36.8,0.14322589060505564,8212066816,,1.68,0.394,0.473,29.206348,93.40102,,,
WSFS,WSFS Financial Corporation,Financial Services,,,,,51.57,0.15603451402367918,3376731392,,1.09,5.705,0.12,13.862903,9.039439,,,
WSTG,"Wayside Technology Group, Inc.",Technology,,,,,29.85,0.13493010933183824,130915536,,0.73,1.885,0.22,,15.835544,,,
WTFC,Wintrust Financial Corporation,Financial Services,,,,,98.07,0.12417124881811104,5590705664,,1.48,7.621,0.1,16.372288,12.86839,,,
WTRH,Waitr Holdings Inc.,Technology,,,,,0.4474,-0.2648221297867732,64567872,,-1.29,0.043,0.2,-5.5925,10.404651,,,
WW,"WW International, Inc.",Consumer Cyclical,,,,,10.4,-0.18207413545609652,728218368,,1.59,0.7,-0.067,6.0115604,14.857142,,,
WWD,"Woodward, Inc.",Industrials,,,,,120.08,0.11193162452959138,7573709824,,1.64,3.18,0.182,25.333336,37.761005,,,
XELB,"Xcel Brands, Inc",Consumer Cyclical,,,,,1.2201,-0.09332590344979919,23863692,,1.78,-0.814,0.1,4.8804,,,,
XENE,Xenon Pharmaceuticals Inc.,Healthcare,,,,,28.69,0.10574281417224608,1480097024,,1.88,-1.547,0.578,-14.942709,,,,
XENT,"Intersect ENT, Inc.",Healthcare,,,,,27.12,0.0769677990446418,907481344,,1.58,-2.68,0.076,-16.142859,,,,
XM,Qualtrics International Inc.,Technology,,,,,28.32,-0.046307900793322254,16155993088,,,-1.579,0.3,-2832.0,,,,
XMTR,"Xometry, Inc.",Industrials,,,,,43.485,-0.06741639883396267,2021804672,,,-2.808,0.5329999999999999,-52.391567,,,,
XNET,Xunlei Limited,Communication Services,,,,,1.691,-0.1955561522174546,113282792,,1.53,0.094,0.19,,17.989363,,,
XOMA,XOMA Corporation,Healthcare,,,,,20.76,-0.034852780768043656,234820512,,0.81,0.082,0.19,-90.26087,253.17073,,,
XP,XP Inc.,Financial Services,,,,,34.11,-0.0010203381214771712,19086217216,,1.91,0.986,0.0478,27.508064,34.594322,,,
XPER,Xperi Holding Corporation,Technology,,,,,16.49,0.03080539087059453,1723699712,,0.75,1.312,0.15,8.771276,12.568597,,,
XRX,Xerox Holdings Corporation,Technology,,,,,20.6059,0.029031242862425755,3678400512,,1.75,1.459,-0.16,10.30295,14.123303,,,
XSPA,"XpresSpa Group, Inc.",Consumer Cyclical,,,,,1.12,-0.4803483122074239,118341440,,2.4,-0.163,0.2,5.3333335,,,,
YELL,Yellow Corporation,Industrials,,,,,9.39,-0.024146456791317328,481572736,,3.1,-1.644,0.6816,19.978724,,,,
YMAB,"Y-mAbs Therapeutics, Inc.",Healthcare,,,,,8.08,-0.10314958900818037,352642720,,1.13,-0.904,-0.8859999999999999,-8.08,,,,
YORW,The York Water Company,Utilities,,,,,43.03,0.11362870113075087,563890944,,0.4,1.27,0.049,32.353382,33.88189,,,
YQ,17 Education & Technology Group,Consumer Defensive,,,,,1.5,-0.283863796959433,73972352,,,-21.284,0.0745,-0.4531722,,,,
YTRA,"Yatra Online, Inc.",Consumer Cyclical,,,,,1.7114,-0.16182413062237644,106449592,,1.79,-0.225,-0.499,21.392502,,,,
YY,JOYY Inc.,Communication Services,,,,,46.47,0.15432797799756526,3622703872,,0.84,-0.779,0.3479,31.18792,,,,
Z,"Zillow Group, Inc.",Communication Services,,,,,56.77,0.07416409780043809,14375810048,,1.42,-0.899,-0.21,73.72727,,,24.25,
ZD,"Ziff Davis, Inc.",Communication Services,,,,,102.48,0.14586380709638136,4941667840,,1.01,4.12,0.114,14.193907,24.873789,,,
ZG,"Zillow Group, Inc.",Communication Services,,,,,56.501,0.19623034275381568,14648901632,,1.42,-0.899,0.8690000000000001,55.941586,,,,
ZGNX,"Zogenix, Inc.",Healthcare,,,,,26.18,0.028533094281443683,1465873152,,1.18,-4.349,-2.526,-9.589744,,,,
ZI,ZoomInfo Technologies Inc.,Technology,,,,,51.96,0.04332357724478397,20951154688,,,-0.033,0.42100000000000004,76.411766,,,,
ZM,"Zoom Video Communications, Inc.",Technology,,,,,122.53,0.07052226776109038,36513329152,,-1.24,3.763,0.1358,28.038902,32.561787,,,
ZNGA,Zynga Inc.,Communication Services,,,,,8.895,-0.03671511903085756,9964001280,,0.12,-0.083,0.0669,21.695124,,,,
ZS,"Zscaler, Inc.",Technology,,,,,249.7,0.22430735838590743,34978476032,,0.91,-2.172,0.4537,268.49463,,,,
