ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
348,CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,,,,,93.95,0.0723799639659799,611516800.0,,1.42,15.964,0.159,7.7134643,5.8851166,,999.0,
349,CRNC,Cerence Inc.,Technology,,,,,36.84,0.037475726118229,1442739200.0,,2.62,1.17,0.15,11.476635,31.48718,,999.0,
350,CROX,"Crocs, Inc.",Consumer Cyclical,,,,,81.19,0.1480073841317337,4777820672.0,,1.79,11.456,0.1,8.483804,7.087116,,999.0,
351,CRSP,CRISPR Therapeutics AG,Healthcare,,,,,55.66,0.1472636149196591,4259492864.0,,2.08,5.263,-2.004,-7.90625,10.575717,,999.0,
352,CRTO,Criteo S.A.,Communication Services,,,,,31.65,-0.0111069710787888,1921860736.0,,0.99,1.656,-0.0487,9.92163,19.112318,,999.0,
353,CRUS,"Cirrus Logic, Inc.",Technology,,,,,84.7,0.1429726096329504,4839418880.0,,0.86,4.055,0.11,14.781849,20.887793,,999.0,
354,CRWS,"Crown Crafts, Inc.",Consumer Cyclical,,,,,6.78,0.1214086554886442,68326128.0,,0.89,0.738,0.05,8.921053,9.186993,,999.0,
355,CSBR,"Champions Oncology, Inc.",Healthcare,,,,,7.89,-0.0130765945361462,106632560.0,,1.01,0.02,0.15,34.304348,394.5,,999.0,
356,CSGP,"CoStar Group, Inc.",Real Estate,,,,,62.94,0.2641847702419297,24857272320.0,,0.85,0.601,0.2,46.27941,104.72546,,26.58,
357,CSGS,"CSG Systems International, Inc.",Technology,,,,,59.6,0.1575433194264983,1945689600.0,,0.82,2.129,-0.05,16.741573,27.994364,,999.0,
358,CSIQ,Canadian Solar Inc.,Technology,,,,,26.52,0.2076323757295291,1591136384.0,,1.49,1.192,0.12,9.471429,22.248322,,999.0,
359,CSTE,Caesarstone Ltd.,Industrials,,,,,12.04,0.0168417892407253,415018784.0,,0.88,0.55,0.146,11.148148,21.89091,,999.0,
360,CSWC,Capital Southwest Corporation,Financial Services,,,,,24.42,0.0822355641356304,569987200.0,,1.28,1.74,0.01,12.65285,14.034483,,999.0,
361,CSWI,"CSW Industrials, Inc.",Industrials,,,,,114.67,0.1454206798898096,1811350272.0,,0.8,3.202,0.12,22.30934,35.811993,,999.0,
362,CTBI,"Community Trust Bancorp, Inc.",Financial Services,,,,,43.03,0.0757900292314635,767788544.0,,0.85,4.751,0.05,11.75683,9.05704,,999.0,
363,CTG,"Computer Task Group, Incorporat",Technology,,,,,8.65,-0.0433237626426772,132714352.0,,0.76,0.47,0.15,12.183099,18.404255,,999.0,
364,CTHR,Charles & Colvard Ltd.,Consumer Cyclical,,,,,1.84,-0.0723688554759665,55963600.0,,0.16,0.415,0.3,10.823529,4.433735,,999.0,
365,CTRE,"CareTrust REIT, Inc.",Real Estate,,,,,17.58,0.1338216037017932,1705836672.0,,1.11,0.777,0.102,17.58,22.625483,,999.0,
366,CTRN,"Citi Trends, Inc.",Consumer Cyclical,,,,,40.59,0.1507205111690341,345032448.0,,1.83,7.51,0.24,5.264591,5.4047933,,999.0,
367,CUTR,"Cutera, Inc.",Healthcare,,,,,33.45,0.1357053055702237,600651648.0,,1.57,0.452,0.25,42.34177,74.004425,,999.0,
368,CVBF,CVB Financial Corporation,Financial Services,,,,,23.92,0.1100471362055439,3241686272.0,,0.46,1.58,0.1,16.727274,15.13924,,999.0,
369,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,,,,,272.21,0.1914049927937882,2498158080.0,,1.05,11.794,0.3,16.309765,23.08038,,999.0,
370,CVCY,Central Valley Community Bancor,Financial Services,,,,,22.89,0.1489563922608763,274405312.0,,0.77,2.311,0.08,11.738461,9.904802,,999.0,
371,CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,,,,,8.04,-0.0493019787706027,265146336.0,,3.5,0.522,0.12,5.742857,15.402298,,999.0,
372,CVLG,"Covenant Logistics Group, Inc.",Industrials,,,,,21.35,0.1965117118568458,356918624.0,,1.53,1.02,0.05,5.6933336,20.931374,,999.0,
373,CVLT,"Commvault Systems, Inc.",Technology,,,,,61.65,0.0125894960421077,2805611520.0,,0.59,0.505,0.1,22.665442,122.07921,,999.0,
374,CWST,"Casella Waste Systems, Inc.",Industrials,,,,,71.28,0.2658037882364628,3663649280.0,,0.93,1.852,0.142,65.39449,38.48812,,999.0,
375,CYBE,CyberOptics Corporation,Technology,,,,,39.47,0.1593176906267837,290323552.0,,1.66,1.441,0.25,24.364199,27.390701,,999.0,
376,DAKT,"Daktronics, Inc.",Technology,,,,,4.6,-0.0354658294598692,209138992.0,,0.65,0.131,0.1,8.846154,35.114502,,999.0,
377,DENN,Denny's Corporation,Consumer Cyclical,,,,,15.64,0.1405090840923801,991358656.0,,1.72,0.566,0.09,20.853334,27.632511,,999.0,
378,DGICA,"Donegal Group, Inc.",Financial Services,,,,,13.78,0.0303412962940179,431717760.0,,0.03,1.122,0.1,10.0583935,12.28164,,999.0,
379,DGII,Digi International Inc.,Technology,,,,,19.56,0.0500712287270412,678814144.0,,1.51,0.31,0.17,11.241379,63.09677,,999.0,
380,DGLY,"Digital Ally, Inc.",Industrials,,,,,1.02,-0.1489932178446819,53756956.0,,0.67,0.548,0.2,-7.846154,1.8613139,,999.0,
381,DIOD,Diodes Incorporated,Technology,,,,,87.13,0.1312289241856039,3922400768.0,,1.06,4.123,0.15,14.919519,21.13267,,999.0,
382,DLHC,DLH Holdings Corp.,Industrials,,,,,16.55,0.2346964295592229,210421648.0,,1.04,0.75,0.155,15.183485,22.066666,,999.0,
383,DLTH,Duluth Holdings Inc.,Consumer Cyclical,,,,,14.0,0.0025349912636314,462875008.0,,0.83,1.042,0.25,13.725491,13.435699,,999.0,
384,DORM,"Dorman Products, Inc.",Consumer Cyclical,,,,,95.5,0.1552225593230125,3020072960.0,,0.73,4.151,0.15,17.652496,23.006504,,999.0,
385,DOX,Amdocs Limited,Technology,,,,,77.92,0.1125328647259871,9710545920.0,,0.77,5.325,0.07,15.837398,14.632864,,14.03,
386,DSGX,The Descartes Systems Group Inc,Technology,,,,,69.62,0.2403157767600227,5893862400.0,,1.03,0.98,0.26,66.942314,71.04082,,999.0,
387,DSKE,"Daseke, Inc.",Industrials,,,,,11.25,0.0159869443698168,703004608.0,,2.12,0.789,0.25,11.968085,14.258555,,999.0,
388,DTEA,DAVIDsTEA Inc.,Consumer Defensive,,,,,3.05,-0.1959304665095702,80398000.0,,3.31,1.431,-1.3172,-101.666664,2.1313767,,999.0,
389,DXLG,"Destination XL Group, Inc.",Consumer Cyclical,,,,,4.2,0.0275664794777543,265666784.0,,1.53,0.648,0.15,7.2413793,6.481481,,999.0,
390,DXPE,"DXP Enterprises, Inc.",Industrials,,,,,27.93,-0.0302682869684226,523704256.0,,2.26,0.641,0.2,25.162163,43.572544,,999.0,
391,DXYN,"The Dixie Group, Inc.",Consumer Cyclical,,,,,3.9,-0.0180669494352392,61610640.0,,2.54,0.469,-0.207,15.6,8.315565,,999.0,
392,EBIX,"Ebix, Inc.",Technology,,,,,31.06,0.0344444662683463,961102016.0,,2.72,2.36,0.1,9.383686,13.161017,,999.0,
393,EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,,,,,22.27,0.1085479063126986,151320416.0,,0.65,2.651,0.1,8.403773,8.400603,,999.0,
394,ECPG,Encore Capital Group Inc,Financial Services,,,,,71.17,0.1157631170226318,2083266816.0,,1.36,9.87,0.13,8.124429,7.2107396,,999.0,
395,EDAP,EDAP TMS S.A.,Healthcare,,,,,7.21,0.1286250331405072,240425376.0,,1.54,0.004,0.03,721.0,1802.4999,,999.0,
396,EEFT,"Euronet Worldwide, Inc.",Technology,,,,,134.51,0.2127206731543256,7109660160.0,,1.54,2.698,0.15,18.630194,49.855446,,999.0,
397,EFSC,Enterprise Financial Services C,Financial Services,,,,,50.12,0.1690102656816092,1923214592.0,,1.34,3.461,0.09,11.765257,14.481363,,999.0,
398,EGAN,eGain Corporation,Technology,,,,,11.75,0.0804479688476176,368812512.0,,0.41,0.17,0.1,90.38462,69.117645,,999.0,
399,EGBN,"Eagle Bancorp, Inc.",Financial Services,,,,,60.4,0.1541457041577809,1929792128.0,,0.99,5.432,0.073,13.727273,11.119293,,999.0,
400,EGLE,Eagle Bulk Shipping Inc.,Industrials,,,,,56.72,-0.4401500708099217,770881536.0,,1.3,6.9,0.6967,3.8067117,8.22029,,999.0,
401,EGRX,"Eagle Pharmaceuticals, Inc.",Healthcare,,,,,48.39,0.1419652703864355,624903616.0,,0.62,0.425,0.027,6.5658073,113.85882,,999.0,
402,EMKR,EMCORE Corporation,Technology,,,,,3.94,0.0246813005492807,145740992.0,,1.24,0.72,0.15,4.377778,5.472222,,999.0,
403,ENDP,Endo International plc,Healthcare,,,,,3.01,-0.2176068586230264,703349760.0,,1.1,0.292,-0.134,1.3318584,10.308219,,999.0,
404,ENSG,"The Ensign Group, Inc.",Healthcare,,,,,78.96,0.2762351331442243,4362918912.0,,0.94,3.389,0.15,20.091602,23.298908,,999.0,
405,ENTG,"Entegris, Inc.",Technology,,,,,126.85,0.3030893161202752,17185384448.0,,1.14,2.76,0.2153,32.52564,45.960144,,999.0,
406,EQBK,"Equity Bancshares, Inc.",Financial Services,,,,,31.92,0.0294012102474832,537883904.0,,0.71,3.702,0.1,11.121952,8.622367,,999.0,
407,ERIE,Erie Indemnity Company,Financial Services,,,,,182.67,0.1228604933523571,9551796224.0,,0.46,5.84,0.1,30.143564,31.279108,,26.65,
408,ERII,"Energy Recovery, Inc.",Industrials,,,,,18.64,0.226487288332158,1057234688.0,,1.22,0.211,0.2,50.378376,88.34123,,999.0,
409,ESCA,"Escalade, Incorporated",Consumer Cyclical,,,,,13.24,0.1487878109522722,178598336.0,,1.38,1.748,0.15,7.522727,7.5743704,,999.0,
410,ESEA,Euroseas Ltd.,Industrials,,,,,26.8,-0.1827885254047316,194163040.0,,0.38,2.966,0.05,2.2866893,9.035738,,999.0,
411,ESGR,Enstar Group Limited,Financial Services,,,,,281.4,0.1097815033517071,5173764096.0,,0.59,56.351,0.1,13.726829,4.9937,,999.0,
412,ESLT,Elbit Systems Ltd.,Industrials,,,,,172.51,0.1893880813528621,7634343424.0,,0.4,7.551,0.109,19.828735,22.84598,,999.0,
413,EWBC,"East West Bancorp, Inc.",Financial Services,,,,,87.87,0.1702383453627787,12469368832.0,,1.75,5.731,0.08,14.311075,15.332403,,24.45,
414,EXEL,"Exelixis, Inc.",Healthcare,,,,,19.6,0.130273012048445,6201381376.0,,0.88,0.51,0.46,25.789474,38.431374,,999.0,
415,EXLS,"ExlService Holdings, Inc.",Technology,,,,,113.5,0.1564909362500126,3779879168.0,,0.86,3.462,0.135,23.11609,32.78452,,999.0,
416,EXPI,"eXp World Holdings, Inc.",Real Estate,,,,,25.15,0.1566133584147719,3710555392.0,,3.11,0.467,0.1,36.985294,53.85439,,999.0,
417,EXPO,"Exponent, Inc.",Industrials,,,,,88.31,0.2343303195813424,4601966592.0,,0.4,1.93,0.15,45.520615,45.756477,,999.0,
418,EXTR,"Extreme Networks, Inc.",Technology,,,,,11.48,0.1245307933685282,1491010816.0,,1.89,0.187,0.2,12.08421,61.39037,,999.0,
419,EYE,"National Vision Holdings, Inc.",Consumer Cyclical,,,,,36.69,0.026849817412079,3034295808.0,,1.73,1.773,0.214,27.586464,20.693739,,999.0,
420,EZPW,"EZCORP, Inc.",Financial Services,,,,,6.3,-0.1474067623382777,353156576.0,,1.34,0.15,0.35,7.078652,42.0,,999.0,
421,FARO,"FARO Technologies, Inc.",Technology,,,,,53.19,-0.0086540763902756,968260096.0,,1.34,1.06,0.3,28.44385,50.179245,,999.0,
422,FBIZ,First Business Financial Servic,Financial Services,,,,,32.89,0.1633363107879155,275956960.0,,0.94,3.849,0.08,9.81791,8.545076,,999.0,
423,FBNC,First Bancorp,Financial Services,,,,,44.63,0.1714705490858257,1588613760.0,,1.26,3.811,0.081,13.204142,11.710837,,999.0,
424,FCBC,"First Community Bankshares, Inc",Financial Services,,,,,29.39,0.1218568660798107,500132544.0,,0.52,2.969,0.05,11.616601,9.898955,,999.0,
425,FCFS,"FirstCash Holdings, Inc.",Financial Services,,,,,75.8,0.0664626358028546,3675041792.0,,0.83,3.131,0.23,16.919643,24.209518,,999.0,
426,FCRD,First Eagle Alternative Capital,Financial Services,,,,,4.48,-0.0781328061490753,134890112.0,,1.72,0.658,0.05,10.181818,6.808511,,999.0,
427,FDUS,Fidus Investment Corporation,Financial Services,,,,,18.55,0.1307054778328973,453313760.0,,1.88,3.903,0.03,11.815286,4.7527537,,999.0,
428,FELE,"Franklin Electric Co., Inc.",Industrials,,,,,83.29,0.1323263868536961,3867213056.0,,0.99,2.97,0.134,25.08735,28.043772,,999.0,
429,FFBC,First Financial Bancorp.,Financial Services,,,,,25.09,0.0832885547057604,2352185088.0,,1.1,2.129,0.1,13.9388895,11.784876,,999.0,
430,FFIC,Flushing Financial Corporation,Financial Services,,,,,23.92,0.0967859870177738,733774720.0,,0.82,2.142,0.0559999999999999,9.803279,11.167133,,999.0,
431,FFIN,"First Financial Bankshares, Inc",Financial Services,,,,,46.99,0.2048554670877141,6694806016.0,,0.88,1.61,0.1,31.75,29.186337,,999.0,
432,FFNW,"First Financial Northwest, Inc.",Financial Services,,,,,16.88,0.1052989846934662,157840816.0,,0.54,1.271,0.07,14.066666,13.28088,,999.0,
433,FFWM,First Foundation Inc.,Financial Services,,,,,26.36,0.1151546334543667,1487326080.0,,1.38,2.4,0.07,11.46087,10.983334,,999.0,
434,FHB,"First Hawaiian, Inc.",Financial Services,,,,,29.15,0.0348474557766524,3755073792.0,,1.12,2.089,0.008,16.752872,13.954045,,999.0,
435,FIBK,"First Interstate BancSystem, In",Financial Services,,,,,38.5,0.1371785022004708,2394730752.0,,1.13,3.034,0.08,20.157068,12.689519,,999.0,
436,FISI,"Financial Institutions, Inc.",Financial Services,,,,,31.94,0.0957845606533254,505856160.0,,1.16,4.417,0.08,9.737805,7.231153,,999.0,
437,FIVE,"Five Below, Inc.",Consumer Cyclical,,,,,159.64,0.196711830322543,8943894528.0,,1.31,4.662,0.4612,27.242321,34.242813,,999.0,
438,FIZZ,National Beverage Corp.,Consumer Defensive,,,,,42.33,0.2195826522454655,3950328832.0,,0.96,1.8,0.2556,22.162306,23.516668,,999.0,
439,FLEX,Flex Ltd.,Technology,,,,,16.68,0.0874920198272373,7849991680.0,,1.52,1.973,0.177,9.8698225,8.454131,,7.24,
440,FLGT,"Fulgent Genetics, Inc.",Healthcare,,,,,62.26,0.2109790806968787,1857309184.0,,1.34,19.056,-0.5225,9.929824,3.2672124,,999.0,
441,FLIC,The First of Long Island Corpor,Financial Services,,,,,22.45,0.0956474924628272,530212896.0,,0.51,1.87,0.07,12.335165,12.005348,,999.0,
442,FLL,"Full House Resorts, Inc.",Consumer Cyclical,,,,,8.75,0.1194950120908016,299490624.0,,1.82,0.331,0.15,19.444445,26.435045,,999.0,
443,FLMN,Falcon Minerals Corporation,Energy,,,,,5.5,-0.0330907664323064,255071856.0,,1.91,0.12,0.0308999999999999,16.17647,45.833336,,999.0,
444,FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,,,,,14.86,0.1803837921124342,967231424.0,,1.69,1.724,0.2,7.144231,8.61949,,999.0,
445,FMBH,"First Mid Bancshares, Inc.",Financial Services,,,,,40.17,0.0860399818305461,726615040.0,,0.9,2.742,0.09,11.22067,14.649889,,999.0,
446,FMNB,Farmers National Banc Corp.,Financial Services,,,,,17.33,0.143187396236899,587632576.0,,0.96,2.03,0.18,9.469945,8.536946,,999.0,
447,FNKO,"Funko, Inc.",Consumer Cyclical,,,,,17.12,0.0924672730870779,683599936.0,,2.26,1.037,0.027,11.972029,16.509163,,999.0,
448,FOCS,Focus Financial Partners Inc.,Financial Services,,,,,52.19,0.0334696692925509,3405919232.0,,1.24,0.111,0.1838,11.345653,470.18018,,999.0,
449,FORM,"FormFactor, Inc.",Technology,,,,,40.3,0.2286669972682791,3151758080.0,,1.31,0.97,0.2,22.768362,41.54639,,999.0,
450,FORR,"Forrester Research, Inc.",Industrials,,,,,51.33,0.0585638067088247,984047488.0,,0.98,1.001,0.1,21.298756,51.27872,,999.0,
451,FOSL,"Fossil Group, Inc.",Consumer Cyclical,,,,,13.49,-0.1954984918475553,703445504.0,,1.78,0.035,0.149,-11.833333,385.42856,,999.0,
452,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,,,,,120.9,0.2057797663705516,5090373632.0,,1.74,3.731,0.15,23.613281,32.404182,,999.0,
453,FRG,"Franchise Group, Inc.",Consumer Cyclical,,,,,42.41,0.1642264506903779,1708932096.0,,1.77,5.0,0.15,8.798755,8.482,,999.0,
454,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Cyclical,,,,,9.95,-0.0225573033859641,258315920.0,,2.16,0.605,0.13,45.227272,16.44628,,999.0,
455,FRME,First Merchants Corporation,Financial Services,,,,,42.94,0.1626975820843952,2315200256.0,,1.22,3.751,0.07,12.028011,11.447614,,999.0,
456,FRPH,"FRP Holdings, Inc.",Real Estate,,,,,56.25,0.1150127313804159,529370432.0,,0.65,3.225,-0.07,133.92857,17.44186,,999.0,
457,FRTA,"Forterra, Inc.",Industrials,,,,,23.64,0.0366122856567772,1583241728.0,,2.25,1.619,1.739,11.42029,14.601606,,999.0,
458,FSBW,"FS Bancorp, Inc.",Financial Services,,,,,32.35,0.2193650220478364,249355408.0,,1.21,4.598,0.07,9.923312,7.0356674,,999.0,
459,FSLR,"First Solar, Inc.",Technology,,,,,65.85,0.0587691586132681,7001632768.0,,1.43,4.239,0.0219,31.658655,15.534325,,999.0,
460,FSTR,L.B. Foster Company,Industrials,,,,,15.14,-0.0681085771947838,164028272.0,,1.09,0.562,0.1,15.770834,26.939503,,999.0,
461,FSV,FirstService Corporation,Real Estate,,,,,136.89,0.1777432321564425,6013372416.0,,0.91,2.851,0.15,30.42,48.01473,,999.0,
462,FTDR,"frontdoor, inc.",Consumer Cyclical,,,,,33.43,0.0108844419764835,2830935808.0,,0.55,1.44,0.138,15.126697,23.215277,,999.0,
463,FULT,Fulton Financial Corporation,Financial Services,,,,,18.27,0.0987880731565693,2947024128.0,,0.83,1.56,0.08,13.946566,11.711539,,999.0,
464,FUTU,Futu Holdings Limited,Financial Services,,,,,40.52,0.1021509225091119,5943149568.0,,0.96,2.459,0.0902999999999999,10.389744,16.478243,,999.0,
465,FWONA,Liberty Media Corporation - Ser,Communication Services,,,,,56.62,0.1087239122850782,13825018880.0,,1.23,0.004,-0.685,471.83334,14154.999,,999.0,
466,FWONK,Liberty Media Corporation - Ser,Communication Services,,,,,61.87,0.0965064420780112,14189512704.0,,1.23,0.004,-0.685,515.5833,15467.499,,999.0,
467,FWRD,Forward Air Corporation,Industrials,,,,,98.63,0.1269830340028672,2658887168.0,,1.17,2.198,0.1316,18.71537,44.872612,,999.0,
468,GAIA,"Gaia, Inc.",Communication Services,,,,,6.31,0.0604061162348368,129055904.0,,0.59,0.101,0.15,24.269232,62.475246,,999.0,
469,GAIN,Gladstone Investment Corporatio,Financial Services,,,,,14.81,0.1614200648271504,491766048.0,,1.56,3.345,0.03,16.829546,4.427504,,999.0,
470,GASS,"StealthGas, Inc.",Industrials,,,,,1.9599,-0.0807741046569053,74872496.0,,1.42,0.073,0.051,4.3553333,26.847946,,999.0,
471,GBDC,"Golub Capital BDC, Inc.",Financial Services,,,,,15.65,0.0835763328354877,2660953600.0,,0.68,2.026,0.1,12.827868,7.7245803,,999.0,
472,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,,,,,51.74,0.3090206898885708,1503393664.0,,2.75,4.035,0.15,15.128655,12.822802,,999.0,
473,GGAL,Grupo Financiero Galicia S.A.,Financial Services,,,,,10.19,0.0343256944579577,2989562624.0,,2.57,1.14,-0.3229999999999999,3.419463,8.938596,,999.0,
474,GIII,"G-III Apparel Group, LTD.",Consumer Cyclical,,,,,27.6,0.0787337438250421,1340490624.0,,2.85,3.369,0.899,7.6454296,8.192342,,999.0,
475,GILT,Gilat Satellite Networks Ltd.,Technology,,,,,8.25,0.0944863702807998,466448384.0,,0.26,1.022,0.1,51.5625,8.072408,,999.0,
476,GLAD,Gladstone Capital Corporation,Financial Services,,,,,10.87,0.1258209561181853,372888832.0,,1.37,2.536,0.05,13.5875,4.286278,,999.0,
477,GLDD,Great Lakes Dredge & Dock Corpo,Industrials,,,,,13.96,0.0705126015317776,917681536.0,,0.66,0.53,-0.13,14.244898,26.339624,,999.0,
478,GLNG,Golar LNG Limited,Energy,,,,,15.43,-0.0787496468650822,1669880960.0,,0.82,3.89,0.04,70.13637,3.9665809,,999.0,
479,GLPI,"Gaming and Leisure Properties, ",Real Estate,,,,,44.16,0.0888006391635776,10916617216.0,,1.04,2.505,0.0377,17.73494,17.628742,,18.52,
480,GLRE,"Greenlight Reinsurance, Ltd.",Financial Services,,,,,7.08,-0.115508563333594,239618352.0,,1.32,1.018,0.1,6.156522,6.954813,,999.0,
481,GMAB,Genmab A/S,Healthcare,,,,,31.15,0.4715940756575874,20486326272.0,,0.74,0.6611,0.27,3.9133165,47.11844,,999.0,
482,GNSS,Genasys Inc.,Technology,,,,,3.26,0.0924662012947108,118931968.0,,0.49,0.02,0.15,54.333336,163.0,,999.0,
483,GNTX,Gentex Corporation,Consumer Cyclical,,,,,30.18,0.1084778489145681,7138173440.0,,0.95,1.732,0.158,15.242424,17.424942,,23.49,
484,GO,Grocery Outlet Holding Corp.,Consumer Defensive,,,,,25.65,-0.0105154573350004,2462835968.0,,-0.29,0.801,0.0135,25.147058,32.022472,,999.0,
485,GOOD,Gladstone Commercial Corporatio,Real Estate,,,,,21.09,0.0952568134548215,785990592.0,,1.0,0.029,0.06,-2109.0,727.2414,,999.0,
486,GPP,Green Plains Partners LP,Energy,,,,,13.1,0.0514751326849156,304282880.0,,0.77,1.723,0.15,5.822222,7.603018,,999.0,
487,GPRO,"GoPro, Inc.",Technology,,,,,8.48,-0.1225352405306473,1322845952.0,,1.09,2.274,0.1,9.021276,3.7291117,,999.0,
488,GRFS,"Grifols, S.A.",Healthcare,,,,,11.34,0.0754164494810194,10919149568.0,,0.22,0.548,0.136,8.4,20.693432,,999.0,
489,GRPN,"Groupon, Inc.",Communication Services,,,,,22.66,-0.2472249590733687,669838656.0,,2.54,3.319,-0.1989999999999999,8.92126,6.827358,,999.0,
490,GRWG,GrowGeneration Corp.,Consumer Cyclical,,,,,8.08,0.032822165431936,483247840.0,,2.8,0.308,0.2,26.064516,26.233767,,999.0,
491,GSBC,"Great Southern Bancorp, Inc.",Financial Services,,,,,61.26,0.1277439977769321,817122624.0,,0.91,5.602,0.06,13.089744,10.935379,,999.0,
492,GSHD,"Goosehead Insurance, Inc.",Financial Services,,,,,85.54,0.1876382387054294,3194397184.0,,0.51,0.396,0.341,89.10417,216.0101,,999.0,
493,GSKY,"GreenSky, Inc.",Technology,,,,,9.98,-0.0868955681605233,919517248.0,,1.44,0.574,0.13,16.360655,17.386759,,999.0,
494,GT,The Goodyear Tire & Rubber Comp,Consumer Cyclical,,,,,15.34,0.0269532470872526,4315034624.0,,2.0,1.09,0.0913,5.877395,14.073394,,18.41,
495,GTIM,Good Times Restaurants Inc.,Consumer Cyclical,,,,,4.3,0.1195548299342026,53920712.0,,2.22,1.31,0.3,215.00002,3.282443,,999.0,
496,GTX,Garrett Motion Inc.,Consumer Cyclical,,,,,6.86,-0.0976976631715291,446330816.0,,2.01,2.229,0.085,5.3178296,3.077613,,999.0,
497,GVP,"GSE Systems, Inc.",Technology,,,,,1.27,-0.0429519379209908,26543254.0,,1.2,0.523,0.75,21.166666,2.4282982,,999.0,
498,GWRS,"Global Water Resources, Inc.",Utilities,,,,,15.0,0.1083743837891619,339737984.0,,0.59,0.131,0.15,93.75,114.50382,,999.0,
499,HAFC,Hanmi Financial Corporation,Financial Services,,,,,26.69,0.1433727366547721,811586880.0,,1.12,2.597,0.08,12.076923,10.277244,,999.0,
500,HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,,,,,36.0,0.0580799071941933,3343734272.0,,0.66,0.962,0.13,19.45946,37.422035,,999.0,
501,HALL,"Hallmark Financial Services, In",Financial Services,,,,,4.02,-0.055426745923686,73053448.0,,1.31,0.356,0.0409999999999999,8.04,11.292134,,999.0,
502,HALO,"Halozyme Therapeutics, Inc.",Healthcare,,,,,32.79,0.1090255503044099,4616406016.0,,1.25,2.781,0.19,12.235075,11.790724,,999.0,
503,HBP,"Huttig Building Products, Inc.",Industrials,,,,,9.26,0.2743235669259873,253684192.0,,2.48,1.551,0.14,17.471699,5.9703417,,999.0,
504,HCCI,"Heritage-Crystal Clean, Inc.",Industrials,,,,,27.38,0.0311357369295735,662281088.0,,1.26,2.051,0.15,14.260417,13.349585,,999.0,
505,HCKT,"The Hackett Group, Inc.",Technology,,,,,19.06,0.1668202857844601,567839296.0,,0.73,0.781,0.155,14.439393,24.404608,,999.0,
506,HCSG,"Healthcare Services Group, Inc.",Healthcare,,,,,16.9,0.0039498166360556,1259709056.0,,0.3,0.949,0.09,19.651161,17.808218,,999.0,
507,HDSN,"Hudson Technologies, Inc.",Basic Materials,,,,,4.18,0.0344178346368497,183793344.0,,1.17,0.468,0.3,16.72,8.931623,,999.0,
508,HEAR,Turtle Beach Corporation,Technology,,,,,21.25,0.0287832747407816,340977504.0,,1.5,1.627,0.16,13.535031,13.060848,,999.0,
509,HEES,"H&E Equipment Services, Inc.",Industrials,,,,,38.68,0.1625609872755551,1398011264.0,,2.17,0.962,0.357,15.983471,40.2079,,999.0,
510,HELE,Helen of Troy Limited,Consumer Defensive,,,,,200.04,0.1961236126226118,4826484736.0,,0.79,8.674,0.08,15.738788,23.062025,,999.0,
511,HFWA,Heritage Financial Corporation,Financial Services,,,,,25.87,0.0950982139142595,909760000.0,,0.71,2.841,0.07,16.16875,9.105948,,999.0,
512,HHR,HeadHunter Group PLC,Industrials,,,,,37.74,0.0991773261359743,1910991360.0,,0.82,1.164,0.0075,18.964825,32.42268,,999.0,
513,HHS,"Harte-Hanks, Inc.",Communication Services,,,,,6.59,-0.2270968957855497,45972764.0,,1.35,1.734,-0.183,8.2375,3.8004615,,999.0,
514,HIBB,"Hibbett, Inc.",Consumer Cyclical,,,,,45.76,-0.0076709635984515,626394880.0,,1.92,10.995,0.072,4.345679,4.1618915,,999.0,
515,HLIT,Harmonic Inc.,Technology,,,,,9.03,0.0351867125393869,926188992.0,,0.79,0.062,0.1939999999999999,18.42857,145.64516,,999.0,
516,HLNE,Hamilton Lane Incorporated,Financial Services,,,,,75.51,0.1641489870345378,2808148992.0,,0.88,4.159,0.15,21.886957,18.155807,,999.0,
517,HMHC,Houghton Mifflin Harcourt Compa,Consumer Defensive,,,,,20.9,0.0279791601664871,2668532736.0,,1.31,1.41,0.05,69.666664,14.822695,,999.0,
518,HMST,"HomeStreet, Inc.",Financial Services,,,,,51.71,0.1564833700103245,1057469504.0,,1.02,5.279,0.07,11.216919,9.795416,,999.0,
519,HOFT,Hooker Furnishings Corporation,Consumer Cyclical,,,,,20.81,0.0718423586164884,248103056.0,,0.93,2.025,0.17,7.942748,10.276543,,999.0,
520,HOLI,Hollysys Automation Technologie,Industrials,,,,,13.62,0.0325657428429662,834566848.0,,0.92,1.149,0.1583,6.548077,11.8537855,,999.0,
521,HOPE,"Hope Bancorp, Inc.",Financial Services,,,,,16.96,0.0795749922082491,2038591872.0,,1.5,1.46,0.08,11.012987,11.616437,,999.0,
